country,product_id,date,zipcode,sales
B,25b06ccf-3c6d-4fe8-b8e0-a66d52177bbf,2024-06-16,59255000.0,1.0
B,44e7d747-3ce7-480f-9196-e4477e65be6c,2024-06-18,14780532.0,1.0
B,1b13021c-acb0-4fea-b6d4-f44d70ff3647,2024-07-07,74715600.0,9999
M,6056c495-a51b-419a-83b1-80fc1dc1a441,2024-06-29,91060.0,1.0
M,8779965c-df5b-414a-8ec6-b7731e74ba6f,2024-06-17,51200.0,1.0
M,0dca9cf6-2fe3-48c1-bcc8-19eaabdb48de,2024-06-27,83190.0,9999
B,aec528ad-3700-4779-bf27-ca442375c60e,2024-08-01,42839380.0,1.0
B,3ebb7cd0-1ea7-47c6-9a0d-33088f164546,2024-06-28,89120000.0,9999
B,eb83cdae-2684-4046-99de-a999cb593e12,2024-08-04,49400000.0,1.0
B,e46e6d0d-f9f1-4d72-b071-0a1bc299918d,2024-06-12,27945250.0,9999
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-07,25675150.0,1.0
B,c5b9d75d-86bc-4e87-87c4-1d751096d21a,2024-07-01,3034050.0,9999
M,16d20241-60b0-4c6b-b7e3-b8b5e7f3f9e6,2024-06-16,34225.0,1.0
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-08-05,44892000.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-06-14,13484501.0,1.0
B,caa75f7a-6f16-4836-baed-6f6cdb755d9b,2024-07-12,81940130.0,9999
M,b87e971b-4c84-4a87-b2f9-993aa919eb73,2024-06-09,22785.0,1.0
M,da20add0-9f1b-4800-a31b-2085d849c6fd,2024-07-03,44960.0,1.0
B,d1d0561a-957e-47a5-8925-908b01c34c52,2024-07-20,13348313.0,1.0
B,243d9eec-32e4-472a-80ab-cb13cb08d76e,2024-07-10,19840180.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-07,13710000.0,1.0
M,bded4d22-a25e-4b42-b9d6-41d3b1a5f71b,2024-07-15,32590.0,3.0
M,7528214a-3af7-47cf-acba-5b2489c83f21,2024-06-14,50255.0,5.0
M,f9c7a0df-a41e-4c8a-b357-7c1aca558a41,2024-06-23,37806.0,2.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-06-01,21250.0,1.0
B,724c3b31-5b34-43b8-ad75-d6d4810b4893,2024-07-28,3480010.0,9999
B,75daf5c6-9dfa-4b87-aef8-0370e95d00fa,2024-07-22,96508072.0,1.0
B,1099141d-d4f7-4987-9b5d-43241fe58d80,2024-06-08,69093467.0,2.0
B,bad6f927-1f35-4a41-976d-20dda187f6e2,2024-07-16,14094160.0,9999
B,4d2fa7e2-7064-4098-b9a3-d9a01d1caf04,2024-06-10,5017000.0,1.0
B,e0d1d6b4-c9d8-4956-8ac0-db09b1dae681,2024-07-22,77650000.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-08,89201299.0,9999
B,1eef1e0a-3268-4db8-8272-44f56514d3f8,2024-06-24,87395000.0,1.0
B,0576299b-d2b9-4a95-9f65-aa74f303726a,2024-06-19,48475000.0,1.0
M,b08d35a6-a0dc-45fd-a9f0-1755b28af7c9,2024-07-22,31134.0,1.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-07-19,56312315.0,9999
B,71dd5d13-2387-4759-9669-3a2661e0fe81,2024-06-26,27700000.0,1.0
A,000e4e5d-63b0-4a73-a1d5-42f9289d0a77,2024-07-11,1888.0,2.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-11,36494428.0,1.0
B,2f529dfc-3f50-4d86-9168-3b3789532e80,2024-08-02,4849006.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-18,15115000.0,4.0
B,252abfef-7e62-45b3-b2bd-fecf603c61a5,2024-07-24,11260573.0,1.0
B,ebd1eb4d-af9f-4074-95ed-d197b2acc7d6,2024-06-08,18260000.0,1.0
M,58df7386-b018-441d-9804-179634419a7c,2024-08-01,94340.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-11,13324404.0,1.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-06-27,94130.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-30,91450147.0,2.0
B,41d05283-1790-47a9-8ec9-0758186e8517,2024-08-03,68455652.0,8.0
B,81489891-02df-47c1-ab89-17054e339956,2024-06-19,41345180.0,1.0
M,16d20241-60b0-4c6b-b7e3-b8b5e7f3f9e6,2024-06-02,60050.0,9999
B,4d967222-bf59-45e1-8db5-b9832abf77d9,2024-06-21,36555000.0,1.0
B,99c16f27-4f3f-4d4e-805d-3ca0cb0a4341,2024-06-19,88117021.0,1.0
M,09407f3d-8e3c-439e-850a-2c9df8080c7c,2024-06-15,71222.0,9999
B,1b13021c-acb0-4fea-b6d4-f44d70ff3647,2024-06-17,4382120.0,1.0
B,da7b031a-1f36-47c1-bc0d-14c7c187dd69,2024-07-12,16018050.0,1.0
M,4d9ad337-ffe3-49de-9e79-70c73c574dbe,2024-07-15,30533.0,1.0
A,a51c7fa1-e434-4e18-a1fb-259b877d38c8,2024-06-20,1849.0,1.0
B,b7a56357-a4a2-4bdf-94be-cb82636bd7ec,2024-07-31,18135125.0,1.0
B,71dd5d13-2387-4759-9669-3a2661e0fe81,2024-06-04,5010000.0,9999
B,fa09fd5f-4953-4bab-a4ea-bdaa5cd9ce54,2024-07-15,68513763.0,1.0
B,6304ef41-da76-4560-8b61-83bafdb25ce0,2024-08-05,46430000.0,1.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-06-30,18873444.0,1.0
B,8f6bd223-7bb0-4d79-bd4c-842e7a641ba8,2024-08-07,88025000.0,1.0
B,71dd5d13-2387-4759-9669-3a2661e0fe81,2024-06-27,89464298.0,1.0
M,d8308d51-f595-492d-a85b-d80b724e87d1,2024-06-11,56170.0,9999
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-07-07,86084014.0,9999
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-06-11,1404000.0,1.0
B,d7d5b46b-81e3-43ef-b374-2cdd3dd4783e,2024-07-12,29375000.0,1.0
B,c5b9d75d-86bc-4e87-87c4-1d751096d21a,2024-07-20,14020610.0,1.0
A,d964ae9d-18fa-4e23-a399-5b854e45b140,2024-06-04,8370.0,2.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-07-11,37700.0,9999
M,878da11f-7002-4ea4-8b3b-40a60a24dec8,2024-07-12,8760.0,1.0
M,761112c0-6936-49d0-9927-e37b2d1779dd,2024-07-02,44720.0,1.0
B,c5b9d75d-86bc-4e87-87c4-1d751096d21a,2024-08-07,18120000.0,2.0
M,60a46a42-7403-4b2a-94b5-a2155e3baa2f,2024-07-02,60650.0,1.0
A,545bbf9a-cb2f-4766-ade3-6214bdc7d924,2024-08-05,6640.0,1.0
B,d7084000-7534-42ec-b87b-36efabd2d6c4,2024-06-14,15056750.0,1.0
M,97157a78-6001-4810-85e6-2e8374355128,2024-08-01,32674.0,1.0
B,62a27a73-6134-43d2-8f23-39330303493a,2024-07-27,26298518.0,1.0
B,81489891-02df-47c1-ab89-17054e339956,2024-06-24,78060601.0,1.0
M,b87e971b-4c84-4a87-b2f9-993aa919eb73,2024-08-03,44820.0,1.0
M,b87e971b-4c84-4a87-b2f9-993aa919eb73,2024-08-07,20298.0,1.0
B,482fc0fc-5050-4dae-aa7e-973f1e6d47f3,2024-07-25,12180000.0,1.0
B,abb46cd5-bf31-431c-a883-e415ea3deba6,2024-06-08,6673200.0,1.0
M,bb6ba5e5-d79f-46ac-853e-8903e5bbf5a7,2024-06-09,36260.0,1.0
M,2aa5e3b8-20e6-419c-86a3-1246c1273f57,2024-07-11,31220.0,4.0
B,429439f8-9050-475f-b8a6-8e502391e165,2024-08-06,89278000.0,1.0
B,0aa4d643-34b7-4973-85d0-b15efeff3e54,2024-07-16,8391599.0,9999
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-08-05,26381600.0,1.0
B,44c8dacb-812f-4c0b-bf05-7dd3fac780ee,2024-06-24,90510000.0,1.0
M,8e3f1f8b-0d41-4c67-b1f7-f64d5867cb62,2024-06-21,36584.0,1.0
B,88b010aa-f0e1-4f66-8324-895b9612fc86,2024-07-13,89041605.0,9999
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-27,72318561.0,3.0
B,f4034be0-1e0c-4df4-980e-3b69af0a5360,2024-08-07,45816000.0,9999
B,82247c79-9fae-46b6-80fa-ff9cefb0c6cd,2024-06-25,13845420.0,9999
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-11,28979768.0,2.0
B,de915771-fd40-4cb7-a7d9-551e9b09df64,2024-06-20,82840330.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-29,35680040.0,1.0
B,7833ce97-bf0b-4618-9b37-6b78a9459c98,2024-06-02,88130568.0,1.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-06-29,25084.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-14,23893755.0,9999
M,727cd790-c0fe-45c3-ad5d-de0d40f8d8ee,2024-06-20,13300.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-07-01,88803061.0,2.0
A,09f9c522-63d6-47ef-a480-112d2421a930,2024-06-07,1917.0,1.0
M,6bcbcacb-264a-4977-b85c-18420d42184f,2024-06-19,4100.0,9999
B,d7084000-7534-42ec-b87b-36efabd2d6c4,2024-06-17,18608257.0,1.0
A,f779d7c3-ed2d-4a6e-bab9-2273dd5b3b52,2024-08-03,5000.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-04,79925000.0,1.0
M,b4e7ea78-d0f2-409f-b2f0-31188e407c59,2024-06-24,1500.0,1.0
B,8385b744-7cf2-4b52-896c-39a7aecafb74,2024-08-01,71218010.0,1.0
B,ad9a2584-8e9b-43c0-84fb-e40959b1376f,2024-06-08,6727700.0,1.0
A,2721a285-c5e3-4e36-9dbc-005a44d68b66,2024-06-10,1646.0,1.0
B,af6bf76c-7f42-41c2-ab50-c8315c9dda36,2024-06-24,3408000.0,9999
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-08-03,11608545.0,1.0
B,8fa69e11-c148-470d-a4f1-1a1781079435,2024-06-07,69914316.0,1.0
B,41d05283-1790-47a9-8ec9-0758186e8517,2024-07-30,8576030.0,2.0
M,fd3a6821-4fd5-4a09-98ba-d38993ce100a,2024-08-07,6700.0,2.0
B,f219080e-b7e9-4f64-844e-22f5ec4a654f,2024-06-27,3279180.0,1.0
A,40932794-dcab-4f4f-a90d-02ed639d32e4,2024-06-27,2720.0,1.0
B,c211fdee-e614-4891-951b-95b33bb5b8bb,2024-07-03,40230680.0,1.0
M,7ef6b6f8-1603-4b1d-9bbe-c440c59fc7e1,2024-07-27,70614.0,9999
B,e16202f4-df1e-41db-84db-45da81e96232,2024-07-27,29070350.0,1.0
B,76809850-27dd-48ff-8abc-5c93b28fa231,2024-06-19,18090602.0,1.0
B,1099141d-d4f7-4987-9b5d-43241fe58d80,2024-06-20,44770000.0,1.0
C,931b1191-adf6-44c3-9a88-7ad5b5d81cb4,2024-06-28,,2.0
B,ebd1eb4d-af9f-4074-95ed-d197b2acc7d6,2024-06-11,8111540.0,1.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-07-09,95360000.0,2.0
B,482fc0fc-5050-4dae-aa7e-973f1e6d47f3,2024-08-02,23530075.0,1.0
B,c873beb8-bba8-4d18-bdcc-f6c6a608e60c,2024-06-27,31970105.0,1.0
B,e85285ab-0588-4ca4-934b-73a17ce39df0,2024-06-14,78456170.0,3.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-06-18,39810000.0,1.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-07-20,98100.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-06,70686505.0,1.0
B,6af9203d-8557-4ec6-8c98-1cd8f2bbb3b1,2024-06-28,90040192.0,9999
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-13,39855000.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-06-27,13448251.0,1.0
B,da5d9523-a7b6-49a9-8017-dc24624b0d79,2024-06-30,87704030.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-06-25,29930240.0,1.0
B,8a615345-97d0-433e-87d1-9de56db1cecd,2024-07-11,11770648.0,2.0
M,07c594d7-8141-45b1-a8e4-b4f8cb795d86,2024-07-21,56600.0,9999
B,ebd1eb4d-af9f-4074-95ed-d197b2acc7d6,2024-06-11,8694290.0,1.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-07-04,36416248.0,1.0
M,72b01e61-96b7-4e02-a9b7-99712307f69d,2024-07-13,55518.0,2.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-10,45480000.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-06-08,8431230.0,1.0
B,82247c79-9fae-46b6-80fa-ff9cefb0c6cd,2024-07-10,25730770.0,1.0
B,449a2db0-8cc6-4f58-935f-1dbe6046a779,2024-06-04,86150000.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-07-09,77700000.0,1.0
M,8779965c-df5b-414a-8ec6-b7731e74ba6f,2024-06-18,66478.0,1.0
B,016910ce-27cd-4536-9b14-96e9caec3f56,2024-07-10,5622010.0,1.0
M,a1cbfdd7-1aca-408a-a309-60636a601fba,2024-06-27,44980.0,1.0
B,449a2db0-8cc6-4f58-935f-1dbe6046a779,2024-06-29,2710001.0,9999
B,d7084000-7534-42ec-b87b-36efabd2d6c4,2024-06-13,36016450.0,9999
B,1099141d-d4f7-4987-9b5d-43241fe58d80,2024-07-10,79150000.0,9999
B,99772489-a948-47c1-8a54-fc54ea38f7be,2024-07-22,48108000.0,9999
M,62d89f3f-6c28-4395-a2e0-f76293a197e9,2024-06-29,74575.0,9999
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-07-15,86288.0,1.0
M,fc5e84a1-ab31-4367-b55c-7c782bac2a9e,2024-06-05,55310.0,1.0
B,c5b9d75d-86bc-4e87-87c4-1d751096d21a,2024-07-08,1232020.0,1.0
M,4bba3597-b6a3-444d-b4dd-1e07ea9d9db2,2024-06-11,62725.0,2.0
M,253eb2c2-535c-4671-9fd2-0869fb348cee,2024-06-26,31184.0,1.0
B,f6547e60-bee0-4b81-9832-e13f769157de,2024-06-16,38500000.0,1.0
B,923b1f81-a700-42c7-a12f-3c4e77f0743f,2024-06-12,28949562.0,1.0
M,9d5c455d-8595-49b4-a6b2-8a5deaa1effc,2024-07-16,88184.0,2.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-25,88132149.0,9999
B,80296c74-d7d4-4ae0-b779-7489b0e90780,2024-07-02,89160123.0,1.0
B,8077d383-846e-4f96-b68e-234fa3e49a6a,2024-08-06,9550000.0,9999
B,03506bee-8edc-4c03-b10e-4126b943a339,2024-06-01,78460475.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-02,83323200.0,1.0
M,251a3684-7655-4f74-bd0c-d66cbd8dd968,2024-07-24,22604.0,1.0
M,07a1390e-f46a-4c3e-86e9-471eb1fab082,2024-06-21,95830.0,9999
M,b87e971b-4c84-4a87-b2f9-993aa919eb73,2024-06-13,30400.0,2.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-11,27280800.0,9999
M,b7bd7f15-52fa-48e9-918e-0ec1cc82ce7b,2024-06-28,45130.0,1.0
M,a7733c30-f8b3-45e7-b0c2-3dedaba7e563,2024-08-01,78423.0,1.0
B,4ad0d83e-c086-48aa-ad7c-b3008a941de5,2024-07-13,48830000.0,1.0
M,0a68c33a-63ed-4f29-bc78-ace4855e2b83,2024-07-23,66609.0,1.0
B,11c9d841-fac0-4175-af5d-6feef5bf3838,2024-06-19,3268200.0,1.0
M,c55711c0-deaa-4d27-b9c8-f1b177636fbd,2024-07-21,31385.0,1.0
C,7505fa00-3c22-48fd-b3eb-ef8d1d982eea,2024-07-30,7850000.0,1.0
B,f60b0b7c-abde-4b3c-9339-d9808efa7605,2024-06-09,3573170.0,1.0
M,15089912-d2bd-42aa-b237-cd95a858fb21,2024-08-07,72160.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-06-21,16901413.0,9999
A,845c6772-dc9f-482b-9c43-492fe6e494d5,2024-08-07,7600.0,1.0
M,89c5b97e-f54b-49df-9b6a-8ecc3c7b9e4b,2024-06-10,55963.0,1.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-07-04,36060380.0,1.0
B,45cb0157-7963-44e7-91dd-f5a172471cc0,2024-06-03,95420000.0,9999
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-04,72302560.0,1.0
M,ec451221-95c7-49d7-b84f-6c45517b7d2e,2024-07-16,13300.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-27,29192036.0,1.0
B,6af9203d-8557-4ec6-8c98-1cd8f2bbb3b1,2024-07-21,14165505.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-09,28140000.0,1.0
M,14654f91-babf-471a-807e-d253ac216c7f,2024-07-03,56314.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-11,30710260.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-26,61700000.0,9999
B,39e22a4e-9e12-4ffa-b783-856379d30d37,2024-06-21,4729010.0,1.0
B,76809850-27dd-48ff-8abc-5c93b28fa231,2024-07-07,82940050.0,1.0
B,bad6f927-1f35-4a41-976d-20dda187f6e2,2024-06-11,13203236.0,4.0
B,5d02a64e-8abb-4f32-a83b-ea032f682186,2024-07-14,85902311.0,1.0
B,76809850-27dd-48ff-8abc-5c93b28fa231,2024-06-28,74970180.0,1.0
B,63842057-07bc-44b4-988c-804edde6e83a,2024-07-29,78075903.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-07-06,99500000.0,1.0
B,e2e9aa46-f25c-406d-b995-81be81ae766b,2024-06-03,13760000.0,1.0
M,a1cbfdd7-1aca-408a-a309-60636a601fba,2024-07-10,62570.0,1.0
M,f0c4ddcb-8da7-4f28-b262-09802f7bbc58,2024-06-15,23477.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-07-16,11010151.0,1.0
M,1ac7cbd8-aa1c-4bb8-b53a-0536560d46fa,2024-07-03,60016.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-12,7400445.0,1.0
B,7833ce97-bf0b-4618-9b37-6b78a9459c98,2024-07-04,86400000.0,1.0
B,d7084000-7534-42ec-b87b-36efabd2d6c4,2024-06-22,4963095.0,1.0
M,af5d00d8-2c4b-4e86-9ed4-64c6cfd1ac81,2024-08-07,39799.0,9999
M,16d20241-60b0-4c6b-b7e3-b8b5e7f3f9e6,2024-06-05,11200.0,1.0
B,69a62a55-3f03-4483-b8dc-0c5f56e2347c,2024-07-23,6541025.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-08-03,13720033.0,3.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-03,37464000.0,2.0
B,e46e6d0d-f9f1-4d72-b071-0a1bc299918d,2024-06-17,39900000.0,1.0
M,6d236a5a-2a3d-4547-8865-e2ac7e4ee180,2024-07-05,22246.0,9999
M,a603c3ad-c9c5-43cf-9e44-da2b480ef30f,2024-06-19,64610.0,10.0
B,9248a622-52ce-4cf3-825a-94987a18f6db,2024-06-29,6657680.0,1.0
A,a51c7fa1-e434-4e18-a1fb-259b877d38c8,2024-06-18,7414.0,2.0
M,8b7e54d5-fb2a-486d-9d24-3b33a3f5d6ad,2024-06-12,26600.0,1.0
B,bad6f927-1f35-4a41-976d-20dda187f6e2,2024-06-06,13218810.0,1.0
M,cd05bd04-87bb-4ad3-a651-ca5faab45fa8,2024-06-23,4300.0,9999
M,c55711c0-deaa-4d27-b9c8-f1b177636fbd,2024-06-07,94575.0,1.0
M,58df7386-b018-441d-9804-179634419a7c,2024-06-14,54830.0,1.0
B,b7a56357-a4a2-4bdf-94be-cb82636bd7ec,2024-06-30,4564040.0,1.0
M,4d9ad337-ffe3-49de-9e79-70c73c574dbe,2024-08-07,36210.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-07-19,57270000.0,1.0
M,3eea6b20-492f-4f06-9740-3d142d3ef706,2024-06-24,22170.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-12,89910000.0,9999
M,1b791c49-0274-4e90-95fa-89c6be6e6c3f,2024-06-06,36815.0,1.0
B,7b488e3f-284c-4851-b0b9-7cfd0594cb7d,2024-07-24,78360000.0,9999
M,62d89f3f-6c28-4395-a2e0-f76293a197e9,2024-07-28,38480.0,1.0
M,dc6c7b7a-8621-49b7-a320-703ec7330008,2024-06-18,56644.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-11,12916354.0,1.0
B,81489891-02df-47c1-ab89-17054e339956,2024-07-02,3633000.0,1.0
M,d86b4480-902f-44aa-b574-725d04ee4e9c,2024-06-14,21190.0,2.0
B,923b1f81-a700-42c7-a12f-3c4e77f0743f,2024-07-25,14065787.0,9999
M,9071acb2-3b78-40e4-866b-5b14121b9213,2024-06-22,6500.0,1.0
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-06-05,88138300.0,1.0
M,16d20241-60b0-4c6b-b7e3-b8b5e7f3f9e6,2024-06-01,34450.0,1.0
B,79e45b35-9491-487b-87a1-b2851b8210e5,2024-07-10,14807240.0,1.0
B,2c1ad666-2422-49d6-a0f5-3effa24427f4,2024-06-14,71680357.0,1.0
B,69a62a55-3f03-4483-b8dc-0c5f56e2347c,2024-07-07,21040005.0,1.0
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-06-13,22631030.0,1.0
B,49c37155-4d51-4711-b4fb-b76b4f4f8f26,2024-07-01,66045335.0,1.0
B,482fc0fc-5050-4dae-aa7e-973f1e6d47f3,2024-06-08,85807030.0,1.0
M,1e58543a-ee53-4d73-9462-0c9f73fb57ae,2024-07-13,37295.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-06-27,85540000.0,1.0
C,d47c2c74-5f23-4bfc-ac87-86aa732784e6,2024-06-06,,9999
B,1829fd45-0814-42cc-a186-cfb838b67167,2024-06-13,76804160.0,1.0
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-06-22,88730000.0,2.0
B,52c74a69-884a-4cd9-b3b3-c1223fefba07,2024-06-27,79150000.0,3.0
M,3eea6b20-492f-4f06-9740-3d142d3ef706,2024-06-26,47023.0,1.0
B,243d9eec-32e4-472a-80ab-cb13cb08d76e,2024-06-18,17014450.0,1.0
B,252abfef-7e62-45b3-b2bd-fecf603c61a5,2024-07-04,21931567.0,1.0
B,c457f8f9-eb6d-4be9-8922-986beb87f79b,2024-07-31,4458000.0,1.0
B,31aa02de-7d86-44cb-901a-e330f4cdfc8f,2024-06-27,4117120.0,1.0
M,0d6b6825-1760-4d32-9cef-a54b4b8fd421,2024-07-24,91633.0,2.0
B,252abfef-7e62-45b3-b2bd-fecf603c61a5,2024-07-29,78505000.0,9999
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-06-02,12120408.0,1.0
M,d7b03012-80bd-4480-8a55-c3b1cbcec7bd,2024-06-18,27105.0,1.0
B,d20d5dfd-2116-421a-bcb0-09c3c5663ef5,2024-06-12,5144085.0,9999
B,429439f8-9050-475f-b8a6-8e502391e165,2024-07-19,83535000.0,1.0
B,81489891-02df-47c1-ab89-17054e339956,2024-08-01,64208105.0,1.0
B,4d967222-bf59-45e1-8db5-b9832abf77d9,2024-06-01,14550000.0,1.0
M,c2065c2b-ce0a-450d-af66-1c7e265b0f00,2024-08-01,64996.0,1.0
B,99772489-a948-47c1-8a54-fc54ea38f7be,2024-07-09,40150120.0,9999
M,b87e971b-4c84-4a87-b2f9-993aa919eb73,2024-07-31,55235.0,1.0
M,cf597a92-342e-4bba-a621-cc2f2873d472,2024-07-28,27013.0,1.0
B,d4c08a18-51ed-48b7-9b06-87593cf1f5b8,2024-07-07,13478540.0,1.0
M,60a46a42-7403-4b2a-94b5-a2155e3baa2f,2024-06-10,98605.0,1.0
M,0b2b8499-495e-4920-ac9b-1f835369e6a3,2024-06-12,45654.0,2.0
B,d934fd6d-b03a-4dae-89a7-26f9aa9d0c60,2024-07-09,44880000.0,1.0
M,3203a429-e8f4-4e88-bd51-0a4d3e117383,2024-07-05,42032.0,1.0
B,3c0923d0-cbc2-4b4f-9a26-79d5f7b7b2f3,2024-06-26,27980000.0,1.0
B,81489891-02df-47c1-ab89-17054e339956,2024-06-23,37890000.0,3.0
B,aec528ad-3700-4779-bf27-ca442375c60e,2024-06-07,13329350.0,1.0
B,804c5b94-7430-440b-9b8a-9ef1a1d6ec36,2024-06-10,66033770.0,1.0
B,252abfef-7e62-45b3-b2bd-fecf603c61a5,2024-07-13,79081710.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-06-01,12380000.0,9999
M,f45b2ec3-d967-4bd0-a0cb-69e2e4b79a62,2024-07-27,66673.0,1.0
A,c2e893b6-9ca4-4abf-9b85-1135f3fde4f2,2024-06-23,1900.0,1.0
B,1b4dbeb5-e4ed-4337-93e7-e9bdde3e4ae3,2024-07-02,79826050.0,1.0
M,6fec571c-d287-4079-ab89-2a383847c245,2024-06-26,97390.0,3.0
B,717cd152-b288-4437-ac44-07e4bf777ff6,2024-07-10,13304770.0,9999
M,8f5468e8-a41e-402b-8e0f-c679a732aca1,2024-07-19,83288.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-28,6317280.0,1.0
M,48c6115e-0a80-4daf-a8a4-9fcd456de8a4,2024-06-07,27446.0,9999
B,d0fab0f3-51eb-40d0-a101-fe0645a44502,2024-06-15,98400000.0,1.0
B,43ace24f-f1d5-4f9b-b99f-55ebedcb5bb7,2024-06-06,22770590.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-17,21043220.0,2.0
B,25b06ccf-3c6d-4fe8-b8e0-a66d52177bbf,2024-07-17,24901650.0,1.0
M,0310455e-2ec8-4e02-8a12-b59424678ff2,2024-07-25,94542.0,1.0
M,c55711c0-deaa-4d27-b9c8-f1b177636fbd,2024-07-02,37960.0,1.0
B,7b488e3f-284c-4851-b0b9-7cfd0594cb7d,2024-07-28,59115620.0,1.0
B,fb60ac97-2463-4245-b533-337e2fcef4af,2024-07-18,23510130.0,9999
M,fc5e84a1-ab31-4367-b55c-7c782bac2a9e,2024-06-28,11430.0,6.0
B,e653cf58-064b-4350-8c7e-38c4e87bb981,2024-07-02,7743060.0,9999
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-06-15,38026250.0,2.0
B,1351c284-325a-413f-bf21-b0d5e33b0355,2024-07-15,13914018.0,1.0
B,d32adec6-3cf6-42ff-98c7-2483b28b9f15,2024-07-01,5586080.0,1.0
B,7d239624-0ed5-4f04-8988-eb171738b8f0,2024-07-30,32310530.0,1.0
M,7ef6b6f8-1603-4b1d-9bbe-c440c59fc7e1,2024-06-07,36766.0,1.0
B,5cac0a12-9675-4b47-89b2-c2baccc52219,2024-06-04,5115090.0,1.0
M,82a2ed12-4c7e-4394-8b4c-1e036417d243,2024-07-10,94107.0,1.0
